Column1,Column2
"All right, I want to see a show of hands: how many of you have unfriended someone on Facebook because they said something offensive about politics or religion, childcare, food?",好的，我想让大家举手示意一下， 有多少人曾经 在 Facebook 上拉黑过好友， 因为他们发表过关于政治，宗教， 儿童权益，或者食物等 不恰当的言论？
And how many of you know at least one person that you avoid because you just don't want to talk to them?,有多少人至少 有一个不想见的人， 因为你就是不想 和对方说话？
"You know, it used to be that in order to have a polite conversation, we just had to follow the advice of Henry Higgins in ""My Fair Lady"": Stick to the weather and your health.",要知道，在过去 想要一段礼貌的交谈， 我们只要遵循亨利·希金斯 在《窈窕淑女》中的忠告： 只谈论天气和你的健康状况就行了。
"But these days, with climate change and anti-vaxxing, those subjects -- are not safe either.",但这些年随着气候变化 以及反对疫苗运动的开展 ——  这招也不怎么管用了。
"So this world that we live in, this world in which every conversation has the potential to devolve into an argument, where our politicians can't speak to one another and where even the most trivial of issues have someone fighting both passionately for it and against it, it's not normal.",因此，在我们生活的这个世界， 这个每一次交谈 都有可能发展为争论的世界， 政客无法彼此交谈， 甚至为那些鸡毛蒜皮的事情 都有人群情激昂地赞成或反对， 这太不正常了。
"Pew Research did a study of 10,000 American adults, and they found that at this moment, we are more polarized, we are more divided, than we ever have been in history.",皮尤研究中心对一万名 美国成年人做了一次调查， 发现此刻我们的偏激程度， 我们立场鲜明的程度， 比历史上任何时期都要高。
"We're less likely to compromise, which means we're not listening to each other.",我们更不倾向于妥协， 这意味着我们没有倾听彼此。
"And we make decisions about where to live, who to marry and even who our friends are going to be, based on what we already believe.",我们做的各种决定， 选择生活在何处， 与谁结婚甚至和谁交朋友， 都只基于我们已有的信念。
"Again, that means we're not listening to each other.",再重复一遍， 这说明我们没有倾听彼此。
"A conversation requires a balance between talking and listening, and somewhere along the way, we lost that balance.",交谈需要平衡讲述和倾听， 而不知怎么的， 我们却渐渐失掉了这种平衡。
"Now, part of that is due to technology.",技术进步是部分原因。
The smartphones that you all either have in your hands or close enough that you could grab them really quickly.,比如智能手机， 现在就在你们手里， 或者就在旁边，随手就能拿到。
"And through my photography, I want to pass on the message that it is not too late for our oceans.",我想通过自己的照片， 传递一个信息，从现在开始 拯救海洋还不算太晚。
"And particularly, I want to focus on nature's resilience in the face of 7.3 billion people.",我尤其想关注大自然所拥有的恢复能力， 在它面对73亿人类的时候。
"My hope is that in the future, I will have to search much, much harder to make photographs like this, while creating images that showcase our respectful coexistence with the ocean.",我希望在未来的时光里， 我将越来越难拍到 这样的照片， 而是拍到更多 反映人与海洋和谐共处的照片。
Those will hopefully become an everyday occurrence for me.,真希望我每天都能拍到这样的照片。
"To thrive and survive in my profession, you really have to be a hopeless optimist.",要想在我们这一行干出点名堂， 你必须是个无可救药的乐观主义者。
"And I always operate on the assumption that the next great picture that will effect change is right around the corner, behind the next coral head, inside the next lagoon or possibly, in the one after it.",我总是怀着这样的一个假设在拍照， 下一张能够带来改变的伟大照片 就在前面等我， 也许就在下一个珊瑚礁后面， 在下一个环礁湖里， 要不然，就在再下一个。
"When I moved to Harare in 1985, social justice was at the core of Zimbabwe's national health policy.",当我1985年搬到哈拉雷时 社会公正问题 是津巴布韦国家健康政策的核心
"The new government emerged from a long war of independence and immediately proclaimed a socialist agenda: health care services, primary education became essentially free.",新政府摆脱了长期的独立战争后 立即公布了一项社会主义政策： 使健康医疗服务与初等教育 成为基本免费项目
"A massive expansion of rural health centers placed roughly 80 percent of the population less than a two-hour walk from these facilities, a truly remarkable accomplishment.",大规模的农村卫生服务中心 使得80%的人口 步行两小时以内便可抵达 这是一个真正非凡的进步
"In 1980, the year of independence, 25 percent of Zimbabwean children were fully immunized.",在1980津巴布韦独立年 25%的孩童进行了常规免疫接种
"By 1990, a mere decade later, this proportion stood at 80 percent.",到1990，仅仅十年之后 这一比例上升到80%
"I felt tremendously privileged to be part of this transformation, a revolution.",我十分荣幸 能参与这次转变，这场革命中
"The excitement, the camaraderie, was palpable.",兴奋之情和同志友爱都十分真切
"Working side by side with brilliant Zimbabweans -- scientists, doctors, activists -- I felt connected not only to an African independence movement, but to a global progressive public health movement.",与杰出的津巴布韦人民， 科学家，医生，活动家 肩并肩工作 我感到参与的不仅是一个非洲独立运动 更是一场进步的全球公众健康运动
But there were daunting challenges.,我也面临过一些令人畏缩的困难
